EVENT_NAME	STATUS	EVENT_TYPE	EXECUTE_AT	INTERVAL_VALUE	INTERVAL_FIELD	LAST_EXECUTED
api_tokens	uk_token	UNIQUE
assessment_benchmarks	uk_benchmark	UNIQUE
assessment_results	uk_assessment_student	UNIQUE
assessment_tools	uk_tool_code	UNIQUE
assessment_types	uk_name	UNIQUE
assessment_type_classifications	uk_code	UNIQUE
asset_categories	uq_asset_category_code	UNIQUE
assignment_submissions	uq_submission	UNIQUE
attendance_sessions	uk_session_code	UNIQUE
bank_accounts	ux_account_no	UNIQUE
bank_transactions	uk_transaction_ref	UNIQUE
blocked_ips	uk_blocked_ip	UNIQUE
boarding_attendance	unique_boarding_attendance	UNIQUE
calendar_day_types	uk_day_type_code	UNIQUE
cash_reconciliation_sessions	uq_cash_recon_date	UNIQUE
catering_meal_statuses	uk_student_meal_date	UNIQUE
classes	uk_class_code	UNIQUE
classes	uk_class_name	UNIQUE
class_promotion_queue	uk_batch_class_stream	UNIQUE
communication_attachment_channels	uq_comm_attachment_channel	UNIQUE
communication_business_events	uq_comm_business_event	UNIQUE
communication_delivery_attempts	uq_comm_attempt_number	UNIQUE
communication_preferences	uq_comm_preference	UNIQUE
communication_recipient_endpoints	uq_comm_recipient_channel	UNIQUE
communication_template_catalog	uq_comm_template_code	UNIQUE
communication_template_channels	uq_comm_template_channel	UNIQUE
communication_template_variables	uq_comm_template_variable	UNIQUE
communication_template_versions	uq_comm_template_version	UNIQUE
communication_thread_inquiries	uq_comm_inquiry_thread	UNIQUE
communication_thread_internal_conversations	uq_comm_internal_thread	UNIQUE
communication_workflow_instances	uq_comm_workflow	UNIQUE
conduct_tracking	uk_conduct	UNIQUE
conversation_participants	uk_conversation_participant	UNIQUE
core_competencies	uk_code	UNIQUE
core_values	uk_code	UNIQUE
counseling_cases	uk_case_code	UNIQUE
daily_meal_allocations	uk_meal_allocation	UNIQUE
dashboards	name	UNIQUE
deduction_types	uk_code	UNIQUE
departments	uk_code	UNIQUE
department_attendance_rules	department_id	UNIQUE
depreciation_schedule	uq_depr_asset_year	UNIQUE
discipline_incidents	uk_incident_enr_term_date	UNIQUE
dormitories	code	UNIQUE
dormitory_assignments	uq_active_assignment	UNIQUE
emergency_contacts	uk_emergency_person_name	UNIQUE
equipment_maintenance_types	uk_code	UNIQUE
expense_categories	uq_expense_category_code	UNIQUE
external_inbound_messages	uq_external_inbound_provider_message	UNIQUE
fee_catalog	uk_fee_catalog_code	UNIQUE
fee_credit_notes	credit_number	UNIQUE
fee_types	code	UNIQUE
fixed_assets	uq_asset_code	UNIQUE
formative_scores	uq_formative_score	UNIQUE
form_permissions	uk_code	UNIQUE
grade_rules	uk_scale_grade	UNIQUE
grading_comments	uk_grade_code	UNIQUE
grading_scales	uk_name	UNIQUE
group_members	uk_group_user	UNIQUE
inventory_allocations	uk_allocation_number	UNIQUE
inventory_categories	uk_code	UNIQUE
inventory_count_items	uk_count_item	UNIQUE
inventory_departments	uk_code	UNIQUE
inventory_items	uk_code	UNIQUE
inventory_items	uk_barcode	UNIQUE
inventory_items	uk_sku	UNIQUE
item_batches	uk_batch_number	UNIQUE
item_serials	uk_serial_number	UNIQUE
job_applications	uq_job_internal_staff	UNIQUE
kpi_definitions	uk_code_category	UNIQUE
learner_competencies	uk_learner_competency	UNIQUE
learner_csl_participation	uk_student_activity	UNIQUE
learner_pci_awareness	uk_student_pci	UNIQUE
learning_areas	uk_code_band	UNIQUE
leave_types	uk_leave_code	UNIQUE
lesson_deliveries	uk_delivery_plan_date	UNIQUE
lesson_plans	uk_lesson_context_day_template	UNIQUE
lesson_templates	uk_lesson_template_area_strand_substrand_title	UNIQUE
library_categories	uq_lib_cat_name	UNIQUE
meal_plans	uk_meal_plan	UNIQUE
menu_item_ingredients	uk_menu_ingredient	UNIQUE
message_read_status	uk_message_recipient	UNIQUE
migrations	uq_migrations_filename	UNIQUE
mpesa_transactions	uk_mpesa_code	UNIQUE
national_exam_results	uq_natl_exam	UNIQUE
newsletter_subscribers	email	UNIQUE
news_articles	slug	UNIQUE
news_categories	uk_slug	UNIQUE
notifications	uq_notifications_reminder	UNIQUE
onboarding_task_templates	template_code	UNIQUE
page_downloads	uq_page_downloads_public_token	UNIQUE
parents	uk_parents_person	UNIQUE
parent_payment_accounts	uq_parent_payment_account	UNIQUE
parent_pta_memberships	uq_parent_pta_active_role	UNIQUE
parent_refund_requests	uq_parent_refund_disbursement	UNIQUE
payments	uk_receipt_no	UNIQUE
payment_collection_routes	uq_collection_route	UNIQUE
payment_providers	uq_payment_provider_code_environment	UNIQUE
payment_provider_accounts	uq_provider_account_role	UNIQUE
payment_provider_attempts	uq_provider_attempt_idempotency	UNIQUE
payment_provider_attempts	uq_provider_attempt_transaction	UNIQUE
payment_provider_callbacks	uq_provider_callback_event	UNIQUE
payment_provider_callbacks	uq_provider_callback_hash	UNIQUE
payment_reconciliations	uk_transaction	UNIQUE
payment_routing_references	uq_payment_routing_reference	UNIQUE
payment_unmatched_cases	uq_unmatched_provider_tx	UNIQUE
payroll_configurations	uk_key_year	UNIQUE
payroll_runs	uk_payroll_month_year	UNIQUE
payslips	uk_staff_month_year	UNIQUE
pcis	uk_topic_code	UNIQUE
performance_levels_cbc	uk_level	UNIQUE
performance_reviews	uk_perf_staff_period	UNIQUE
permissions	code	UNIQUE
permissions	code_2	UNIQUE
person_addresses	uq_person_address_type_start	UNIQUE
person_contact_points	uq_person_contact	UNIQUE
person_marital_statuses	uq_person_marital_start	UNIQUE
placement_offers	uk_placement_application	UNIQUE
portfolios	uk_portfolio	UNIQUE
purchase_orders	uk_order_number	UNIQUE
qr_scan_events	uq_qr_scan_client_reference	UNIQUE
refresh_tokens	token	UNIQUE
requisitions	uk_requisition_number	UNIQUE
requisition_items	uk_requisition_item	UNIQUE
roles	name_2	UNIQUE
roles	uk_role_name	UNIQUE
roles	name	UNIQUE
role_dashboards	unique_role_dashboard	UNIQUE
role_delegations	ux_delegation_pair	UNIQUE
role_permissions	unique_role_permission	UNIQUE
role_routes	uk_role_route	UNIQUE
role_sidebar_menus	uq_role_menu	UNIQUE
role_sidebar_menus	uk_role_sidebar_menu	UNIQUE
rooms	uk_code	UNIQUE
routes_registry	uk_route_name	UNIQUE
route_permissions	uk_route_permission_access	UNIQUE
schemes_of_work	uk_scheme_context_week_template	UNIQUE
scheme_templates	uk_template_area_strand_substrand_title	UNIQUE
school_content	uk_key	UNIQUE
school_events	uq_school_events_calendar_day	UNIQUE
school_levels	uk_code	UNIQUE
school_settings	uk_key	UNIQUE
school_week_config	uq_year	UNIQUE
sidebar_menu_items	uk_sidebar_menu_name	UNIQUE
staff	uk_staff_person	UNIQUE
staff	uk_staff_no	UNIQUE
staff_attendance	uk_staff_date	UNIQUE
staff_attendance_profiles	staff_id	UNIQUE
staff_children	uk_staff_student	UNIQUE
staff_department_assignments	uk_staff_dept_from	UNIQUE
staff_duty_types	code	UNIQUE
staff_employment_profiles	staff_id	UNIQUE
staff_id_cards	uq_staff_id_cards_number	UNIQUE
staff_import_rows	uk_staff_import_row	UNIQUE
staff_incident_reports	uk_staff_incident_reference	UNIQUE
staff_meeting_attendees	uq_meeting_staff	UNIQUE
staff_off_day_patterns	unique_pattern	UNIQUE
staff_payroll_profiles	staff_id	UNIQUE
staff_salary_advances	advance_number	UNIQUE
staff_types	uk_name	UNIQUE
statutory_agency_accounts	uq_statutory_agency_account	UNIQUE
statutory_remittances	uk_agency_period	UNIQUE
statutory_remittance_attempts	uq_statutory_attempt_idempotency	UNIQUE
storage_locations	uk_code	UNIQUE
strands	uq_strand_grade	UNIQUE
strand_competency	uk_strand_comp	UNIQUE
streams	uk_stream_name	UNIQUE
streams	uk_stream_code	UNIQUE
students	uk_students_person	UNIQUE
students	uk_admission_no	UNIQUE
student_academic_enrollments	uk_student_year	UNIQUE
student_academic_enrollments	uk_stream_student	UNIQUE
student_attendance	uq_attendance_mark	UNIQUE
student_clearances	uq_request_type	UNIQUE
student_fee_obligations	uk_student_obligation	UNIQUE
student_fund_transfer_postings	uq_fund_transfer_posting	UNIQUE
student_health_records	uq_student_health	UNIQUE
student_id_cards	uk_card_number	UNIQUE
student_id_cards	qr_token	UNIQUE
student_meal_profiles	uk_student_meal_profile	UNIQUE
student_permission_types	code	UNIQUE
student_transport_attendance	unique_attendance	UNIQUE
student_transport_entitlements	uq_student_transport_entitlement	UNIQUE
student_types	code	UNIQUE
student_uniforms	uk_student	UNIQUE
student_welfare_cases	case_code	UNIQUE
subject_time_allocations	uq_class_subject_term	UNIQUE
sub_strands	uq_sub_strand_grade	UNIQUE
sub_strand_competencies	uq_ss_comp	UNIQUE
sub_strand_pci_issues	uq_ss_pci	UNIQUE
supervision_rosters	uk_supervision_exam_staff_role	UNIQUE
supplier_bank_accounts	uq_supplier_bank_account	UNIQUE
supplier_mobile_accounts	uq_supplier_mobile_account	UNIQUE
supplier_payment_requests	uq_supplier_payment_reference	UNIQUE
system_access_policies	uq_system_access_policy_key	UNIQUE
system_domain_isolation_rules	uq_system_domain_rule	UNIQUE
system_feature_flags	uq_system_feature_flags_key	UNIQUE
system_ip_rules	uq_system_ip_rule	UNIQUE
system_migration_history	uq_system_migration_name	UNIQUE
system_modules	uq_system_modules_key	UNIQUE
system_policies	name	UNIQUE
system_rate_limit_rules	uq_system_rate_limit_key	UNIQUE
system_retention_policies	uq_system_retention_resource	UNIQUE
system_route_access_rules	uq_system_route_access_rule	UNIQUE
tax_brackets	uk_year_bracket	UNIQUE
template_categories	uk_name	UNIQUE
terms	uk_term_code	UNIQUE
terms	uk_term_name	UNIQUE
term_consolidations	uk_student_term	UNIQUE
term_subject_scores	uk_student_term_subject	UNIQUE
timetable_entries	uk_timetable_slot	UNIQUE
time_slots	idx_period_time	UNIQUE
transport_entitlement_payments	uq_transport_provider_reference	UNIQUE
transport_entitlement_payment_allocations	uq_transport_payment_entitlement	UNIQUE
transport_entitlement_periods	uq_transport_period	UNIQUE
transport_monthly_bills	uk_student_month	UNIQUE
transport_payment_intents	uq_transport_payment_intent_reference	UNIQUE
transport_payment_intents	uq_transport_payment_intent_provider_tx	UNIQUE
transport_routes	uk_code	UNIQUE
transport_vehicles	uk_registration	UNIQUE
transport_vehicle_routes	uk_vehicle_route_direction	UNIQUE
uniform_catalog_cart_items	uq_uniform_cart_item	UNIQUE
uniform_catalog_orders	uq_uniform_order_reference	UNIQUE
uniform_catalog_products	uq_uniform_catalog_item	UNIQUE
uniform_catalog_products	uq_uniform_catalog_slug	UNIQUE
uniform_catalog_wishlists	uq_uniform_wishlist	UNIQUE
uniform_payment_intents	uq_uniform_intent_provider_tx	UNIQUE
uniform_payment_intents	uq_uniform_intent_reference	UNIQUE
uniform_sizes	uk_item_size	UNIQUE
users	uk_username	UNIQUE
users	uk_users_person	UNIQUE
user_invitations	token_hash	UNIQUE
user_passkeys	uq_passkey_credential	UNIQUE
user_passkey_challenges	uq_passkey_challenge	UNIQUE
user_permissions	unique_user_perm	UNIQUE
user_roles	uk_user_role	UNIQUE
user_routes	uk_user_route	UNIQUE
user_sessions	uk_token	UNIQUE
user_two_factor_challenges	uq_challenge_hash	UNIQUE
user_two_factor_methods	uq_user_factor	UNIQUE
widgets	uk_widget_key	UNIQUE
workflow_definitions	uk_workflow_code	UNIQUE
workflow_stages	uk_workflow_stage	UNIQUE
workflow_stage_permissions	uq_stage_perm_role	UNIQUE
